"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013743","2016-03-29","6.8",,,"0.0","0.0","0.0","12.3","15.6","7.8","  340","  340",,"12.5","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-03-30","4.3",,,"0.0","0.0","0.0","10.9","17.2","5.0","  170","  170",,"9.4","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-03-31","7.8",,,"0.0","0.0","0.0","16.4","23.3","12.2","  200","  190",,"14.3","18.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-01","6.3",,,"1.3","0.0","0.0","21.6","28.3","17.8","  210","  200",,"13.0","17.0","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-02","5.5",,,"2.5","0.0","0.0","16.1","18.9","7.2","  310","  310",,"19.2","26.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-03","6.8",,,"0.0","0.0","0.0","7.8","12.2","2.8","  290","  280",,"15.7","22.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-04","7.0",,,"1.8","0.0","0.0","13.8","23.3","3.9","  360","  360",,"13.4","15.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-05","6.6",,,"0.0","0.0","0.0","5.0","7.8","-1.0","  350","   10",,"14.3","18.3",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-06","5.8",,,"0.0","0.0","0.0","6.5","13.9","0.0","  180","  180",,"11.2","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-07","5.0",,,"17.8","0.0","0.0","13.0","18.3","8.9","  250","  230",,"13.0","16.5","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-08","5.0",,,"0.0","0.0","0.0","9.2","12.2","6.1","  290","  290",,"10.7","13.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-09","6.7",,,"4.3","0.0","0.0","6.8","10.0","1.1","  320","  330",,"15.7","18.3","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-10","4.3",,,"0.0","0.0","0.0","4.2","11.1","-0.5","  170","  210",,"8.1","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-11","7.4",,,"0.3","0.0","0.0","12.8","22.8","8.3","  200","  210",,"12.5","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-12","7.1",,,"1.3","0.0","0.0","17.4","20.0","8.9","  200","  200",,"11.6","14.8","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-13","2.8",,,"0.0","0.0","0.0","10.6","15.0","6.1","   40","   50",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-14","2.2",,,"0.0","0.0","0.0","11.2","17.8","4.4","  170","  170",,"6.7","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-15","2.0",,,"0.0","0.0","0.0","12.2","17.8","5.6","  100","   90",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-16","2.8",,,"0.0","0.0","0.0","14.1","22.2","7.2","   80","   90",,"6.7","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-17","1.6",,,"0.0","0.0","0.0","14.8","23.3","8.3","  180","  120",,"4.0","4.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-18","2.1",,,"0.0","0.0","0.0","19.6","29.4","10.6","  320","  340",,"7.2","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-19","4.7",,,"0.0","0.0","0.0","21.2","28.9","13.3","  310","  320",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-20","3.6",,,"0.0","0.0","0.0","16.8","21.7","10.0","  170","   10",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-21","4.7",,,"0.0","0.0","0.0","15.9","24.4","9.4","  200","  220",,"8.9","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-22","4.8",,,"0.0","0.0","0.0","20.3","24.4","17.8","  260","  220",,"7.2","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-23","5.6",,,"6.6","0.0","0.0","18.2","21.7","12.8","  350","   10",,"9.4","12.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-24","3.7",,,"0.0","0.0","0.0","14.6","19.4","7.8","  360","   10",,"7.2","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-25","3.5",,,"0.0","0.0","0.0","16.7","25.6","10.6","  140","  140",,"6.3","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-26","5.1",,,"0.0","0.0","0.0","23.3","30.0","18.3","  270","  240",,"12.5","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-04-27","3.5",,,"0.8","0.0","0.0","16.9","21.7","11.7","   50","   60",,"9.4","10.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-28","3.7",,,"14.7","0.0","0.0","12.2","13.3","8.9","   70","   60",,"8.1","9.8","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-29","3.3",,,"0.3","0.0","0.0","10.2","13.3","8.9","   40","   60",,"5.8","6.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-04-30","2.7",,,"0.5","0.0","0.0","12.1","14.4","10.6","   60","   60",,"5.8","6.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-01","3.1",,,"12.2","0.0","0.0","12.7","15.0","11.1","  170","  170",,"6.3","7.6","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-02","2.5",,,"31.5","0.0","0.0","16.1","25.0","12.8","   60","  340",,"8.9","22.4","    1",,"    1",,"    1",,,,,,,,,,,,
"USW00013743","2016-05-03","3.3",,,"4.3","0.0","0.0","18.7","22.8","14.4","   50","   50",,"7.2","8.9","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-05-04","4.1",,,"0.8","0.0","0.0","14.2","15.6","11.7","   60","  190",,"7.6","11.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-05","4.9",,,"0.5","0.0","0.0","11.9","14.4","10.6","   30","   30",,"8.1","9.8","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-06","3.9",,,"20.1","0.0","0.0","12.2","12.8","10.6","   60","   30",,"8.9","11.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-07","3.0",,,"3.6","0.0","0.0","13.3","19.4","10.0","   30","  300",,"5.8","7.6","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-08","4.5",,,"1.0","0.0","0.0","16.9","22.2","12.2","  340","  320",,"12.5","15.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-09","2.5",,,"1.5","0.0","0.0","14.5","17.8","10.0","  210","  230",,"7.6","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-10","3.1",,,"0.3","0.0","0.0","15.8","18.3","13.3","   50","   50",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-11","2.2",,,"10.4","0.0","0.0","13.8","16.1","12.2","   50","   50",,"5.8","5.8","    1",,,,,,"    1",,,,,,,,,,
"USW00013743","2016-05-12","2.1",,,"0.0","0.0","0.0","15.9","18.9","14.4","  200","  180",,"5.4","6.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-13","3.5",,,"2.0","0.0","0.0","19.1","25.6","15.0","  320","  330",,"8.9","11.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-14","4.5",,,"3.3","0.0","0.0","17.9","24.4","11.1","  320","  320",,"13.0","16.5","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-15","5.8",,,"0.0","0.0","0.0","12.9","16.7","8.9","  250","  270",,"13.9","18.3",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-05-16","3.8",,,"0.0","0.0","0.0","12.9","19.4","7.2","  280","  320",,"9.4","12.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-17","1.9",,,"10.4","0.0","0.0","13.9","15.0","12.2","  340","  340",,"6.3","6.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-18","2.9",,,"0.0","0.0","0.0","14.7","18.9","12.2","   10","   60",,"7.2","8.5","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-19","2.5",,,"0.3","0.0","0.0","16.4","21.1","13.3","  190","  300",,"5.4","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-20","2.4",,,"0.0","0.0","0.0","18.2","24.4","11.7","  110","  140",,"6.7","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-21","4.7",,,"16.5","0.0","0.0","15.7","17.2","12.8","   50","   50",,"8.9","10.3","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-22","4.3",,,"9.4","0.0","0.0","13.1","14.4","12.2","   20","   30",,"7.2","8.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-23","3.1",,,"4.6","0.0","0.0","16.6","23.9","13.9","   40","   40",,"10.7","13.0","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-05-24","4.0",,,"0.0","0.0","0.0","20.5","28.3","13.9","  330","  320",,"8.9","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-25","2.2",,,"0.0","0.0","0.0","23.0","30.0","15.6","  210","  250",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-26","3.5",,,"0.0","0.0","0.0","23.1","31.1","17.2","  170","  190",,"6.7","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-27","3.8",,,"0.0","0.0","0.0","25.4","31.1","20.6","  170","  180",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-28","4.3",,,"0.0","0.0","0.0","25.5","30.6","21.1","  170","  170",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-29","2.7",,,"10.9","0.0","0.0","23.7","28.3","18.9","  160","  150",,"6.7","8.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-05-30","2.6",,,"0.0","0.0","0.0","22.7","26.7","20.0","  180","  180",,"6.3","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-05-31","1.7",,,"0.0","0.0","0.0","24.7","30.6","21.1","  180","  180",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-01","2.6",,,"0.0","0.0","0.0","25.4","30.6","20.6","  150","  140",,"8.1","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-02","2.2",,,"0.0","0.0","0.0","23.4","27.8","20.0","  110","  130",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-03","2.7",,,"8.1","0.0","0.0","23.7","27.2","22.2","   40","   50",,"6.7","7.6","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-06-04","3.4",,,"0.0","0.0","0.0","23.8","27.8","21.1","  170","  170",,"6.7","8.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-06-05","4.7",,,"4.1","0.0","0.0","24.7","29.4","21.1","  330","  330",,"13.4","16.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-06-06","3.8",,,"0.0","0.0","0.0","24.7","30.6","20.6","  250","  250",,"7.6","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-07","4.3",,,"0.0","0.0","0.0","25.4","30.6","18.3","  340","  330",,"12.5","15.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-08","6.3",,,"0.0","0.0","0.0","20.9","23.3","16.7","  300","  310",,"13.9","17.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-09","4.3",,,"0.0","0.0","0.0","20.3","27.8","11.7","  280","  330",,"9.8","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-10","4.4",,,"0.0","0.0","0.0","22.8","27.8","17.2","   10","  340",,"8.9","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-11","4.4",,,"0.0","0.0","0.0","25.7","35.6","18.9","  270","  260",,"9.8","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-12","6.4",,,"0.0","0.0","0.0","29.4","33.9","21.1","  320","  310",,"12.5","17.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-13","4.9",,,"0.0","0.0","0.0","22.7","27.2","17.8","  330","  340",,"9.8","11.6",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-06-14","3.9",,,"0.0","0.0","0.0","24.1","27.2","19.4","   10","   10",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-15","3.0",,,"0.0","0.0","0.0","22.8","28.3","18.9","  190","  190",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-16","3.8",,,"11.7","0.0","0.0","25.2","31.7","20.0","  100","  100",,"11.6","15.2","    1",,"    1",,,,"    1",,,,,,,,,,
"USW00013743","2016-06-17","4.6",,,"0.0","0.0","0.0","22.6","27.8","18.9","   60","   60",,"8.9","11.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-06-18","3.0",,,"0.0","0.0","0.0","24.1","29.4","18.9","  180","  170",,"7.2","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-19","3.2",,,"0.0","0.0","0.0","24.8","32.2","18.3","  220","  240",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-20","3.4",,,"0.0","0.0","0.0","26.3","32.8","20.0","  170","  220",,"6.7","8.9",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-06-21","3.5",,,"25.1","0.0","0.0","26.7","32.8","22.2","  210","  210",,"10.3","13.0","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-06-22","3.6",,,"0.0","0.0","0.0","24.9","30.0","20.6","  320","  300",,"9.8","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-23","3.0",,,"13.5","0.0","0.0","24.2","27.8","21.1","  170","  180",,"9.4","10.7","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-06-24","3.5",,,"0.0","0.0","0.0","25.4","30.0","21.7","   70","   70",,"8.1","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-25","3.5",,,"0.0","0.0","0.0","24.9","29.4","22.2","   70","  120",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-26","2.3",,,"0.0","0.0","0.0","24.9","30.0","18.9","  110","  120",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-27","4.5",,,"8.9","0.0","0.0","24.7","30.6","20.0","  180","  180",,"8.1","10.3","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-06-28","3.0",,,"22.1","0.0","0.0","25.9","30.6","20.6","   70","   70",,"13.0","15.7","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-06-29","4.7",,,"0.0","0.0","0.0","23.7","27.8","20.0","  350","  340",,"9.4","12.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-06-30","2.8",,,"0.0","0.0","0.0","23.7","28.9","18.3","  180","  200",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-01","3.2",,,"6.1","0.0","0.0","25.8","31.1","21.7","  310","  250",,"10.3","12.5",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-02","4.3",,,"0.0","0.0","0.0","24.3","26.7","21.1","  340","  300",,"9.4","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-03","2.1",,,"1.8","0.0","0.0","21.7","23.3","17.8","  160","  160",,"7.2","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-04","4.1",,,"7.9","0.0","0.0","21.3","23.3","20.0","  190","  190",,"7.2","8.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-07-05","3.6",,,"6.9","0.0","0.0","26.6","32.8","23.3","  290","  280",,"8.1","11.6","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-07-06","2.2",,,"0.0","0.0","0.0","29.1","34.4","25.0","  180","  260",,"4.5","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-07","3.7",,,"0.0","0.0","0.0","29.4","33.9","25.0","  340","  330",,"6.7","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-08","3.2",,,"0.8","0.0","0.0","28.8","32.8","25.0","  320","  320",,"11.6","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-09","3.8",,,"4.6","0.0","0.0","28.4","33.9","25.6","  280","  280",,"11.6","14.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-10","4.0",,,"0.0","0.0","0.0","26.9","30.0","23.3","  330","  340",,"9.8","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-11","2.6",,,"0.0","0.0","0.0","26.4","31.1","21.1","   20","   30",,"6.7","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-12","3.6",,,"0.0","0.0","0.0","26.3","30.6","22.8","  180","  160",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-13","3.0",,,"0.0","0.0","0.0","27.4","32.2","23.9","  110","   90",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-14","4.5",,,"0.0","0.0","0.0","29.5","36.7","23.9","  210","  220",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-15","3.5",,,"0.0","0.0","0.0","29.7","34.4","24.4","  340","  360",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-16","3.0",,,"10.9","0.0","0.0","28.4","33.9","22.2","  330","  330",,"12.5","16.1","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-17","3.1",,,"0.0","0.0","0.0","26.2","33.9","21.7","  340","  220",,"6.7","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-18","3.8",,,"11.2","0.0","0.0","28.4","35.0","22.8","  310","  320",,"16.1","20.1","    1",,"    1",,,,"    1",,,,,,,,,,
"USW00013743","2016-07-19","3.3",,,"11.7","0.0","0.0","27.1","33.3","21.1","  360","  360",,"13.0","16.5","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-20","2.6",,,"0.0","0.0","0.0","25.9","31.7","21.1","   30","  310",,"5.8","7.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-21","3.1",,,"0.0","0.0","0.0","26.9","32.2","21.7","  170","  160",,"6.7","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-22","3.6",,,"0.0","0.0","0.0","28.3","35.0","23.3","  200","  210",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-23","3.8",,,"0.0","0.0","0.0","31.2","36.7","26.1","  220","  330",,"7.6","9.8",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-24","3.1",,,"0.0","0.0","0.0","31.5","36.1","26.7","  180","  170",,"6.3","7.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-25","3.8",,,"0.0","0.0","0.0","31.8","37.8","27.2","  200","  200",,"8.9","11.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-26","2.9",,,"0.0","0.0","0.0","31.1","36.7","26.7","  310","  320",,"7.6","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-27","2.9",,,"0.0","0.0","0.0","30.9","36.1","27.2","  340","   70",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-07-28","3.1",,,"6.9","0.0","0.0","29.9","35.0","25.0","  360","   10",,"10.3","12.5","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-29","3.4",,,"2.5","0.0","0.0","27.2","33.3","23.9","   10","   20",,"7.2","8.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-07-30","3.7",,,"8.4","0.0","0.0","28.1","32.2","23.3","  170","  170",,"10.3","12.5","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-07-31","2.3",,,"0.0","0.0","0.0","26.9","33.3","23.9","  340","  340",,"10.3","13.0",,,"    1",,,,,,,,,,,,,,
"USW00013743","2016-08-01","2.9",,,"0.0","0.0","0.0","28.4","33.9","24.4","  340","  280",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-02","3.4",,,"0.0","0.0","0.0","27.7","32.8","23.9","  110","  110",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-03","3.1",,,"0.0","0.0","0.0","25.3","28.3","22.2","   90","   60",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-04","3.0",,,"0.0","0.0","0.0","25.3","30.0","21.1","  140","  130",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-05","3.7",,,"0.0","0.0","0.0","25.3","29.4","22.8","  180","  180",,"7.2","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-06","3.6",,,"1.5","0.0","0.0","27.2","34.4","23.9","  320","  320",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-07","3.2",,,"0.0","0.0","0.0","27.7","33.3","21.7","  330","  350",,"6.3","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-08","2.9",,,"0.0","0.0","0.0","26.6","33.3","21.1","  200","  200",,"9.4","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-09","1.9",,,"0.0","0.0","0.0","23.7","27.2","20.0","  160","  160",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-10","4.9",,,"0.0","0.0","0.0","28.6","35.0","25.0","  200","  220",,"10.3","13.0","    1",,,,,,,,,,,,,,,,
"USW00013743","2016-08-11","4.8",,,"0.0","0.0","0.0","30.4","36.1","25.6","  230","  220",,"9.8","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-12","5.0",,,"0.0","0.0","0.0","31.2","37.2","27.2","  190","  210",,"9.4","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-13","5.1",,,"0.0","0.0","0.0","31.8","38.3","27.2","  200","  210",,"9.8","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-14","3.9",,,"0.0","0.0","0.0","32.8","37.8","26.7","  350","  320",,"8.1","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-15","3.1",,,"29.5","0.0","0.0","29.9","37.8","22.8","  240","  230",,"13.4","17.9","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-08-16","4.3",,,"0.0","0.0","0.0","27.9","36.1","23.9","  210","  200",,"9.8","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-17","3.4",,,"22.4","0.0","0.0","30.7","35.0","22.2","  300","  300",,"14.3","18.3","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-08-18","3.4",,,"0.0","0.0","0.0","27.5","33.3","23.3","  330","  330",,"6.3","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-19","2.3",,,"0.0","0.0","0.0","28.6","33.3","23.3","  340","  340",,"5.8","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-20","2.8",,,"0.0","0.0","0.0","28.3","32.8","23.9","   20","   20",,"7.2","11.6",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-08-21","4.4",,,"17.5","0.0","0.0","26.8","32.8","23.3","  280","  280",,"10.7","13.9","    1",,"    1",,,,,,,,,,,,,,
"USW00013743","2016-08-22","4.1",,,"0.0","0.0","0.0","25.3","29.4","20.6","  320","  330",,"7.2","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-23","2.6",,,"0.0","0.0","0.0","24.6","28.9","19.4","  130","  130",,"5.8","6.7",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-08-24","3.9",,,"0.0","0.0","0.0","24.7","30.0","19.4","  160","  160",,"7.2","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-25","4.4",,,"0.0","0.0","0.0","25.9","31.7","21.7","  170","  210",,"7.2","8.1",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-08-26","3.3",,,"0.0","0.0","0.0","29.7","35.0","25.0","  340","  330",,"8.9","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-27","3.2",,,"0.0","0.0","0.0","29.8","33.3","25.0","   80","   70",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-28","2.3",,,"0.0","0.0","0.0","27.5","32.2","23.3","  130","  100",,"5.4","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-29","2.5",,,"0.0","0.0","0.0","27.6","34.4","22.2","   40","   30",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-30","2.8",,,"0.0","0.0","0.0","28.3","32.8","23.9","   40","   60",,"6.7","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2016-08-31","3.2",,,"0.0","0.0","0.0","27.4","32.8","22.8","  170","  170",,"7.6","8.5",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-01","3.6",,,"0.8","0.0","0.0","25.9","28.3","22.2","  330","  350",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-02","4.7",,,"0.0","0.0","0.0","23.9","27.2","19.4","   10","   50",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-03","6.7",,,"0.0","0.0","0.0","23.8","27.8","21.1","   40","   40",,"13.4","17.4",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-09-04","3.6",,,"0.0","0.0","0.0","23.9","28.3","20.0","   40","   40",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-05","2.5",,,"0.0","0.0","0.0","24.2","31.1","18.3","  290","   20",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-06","5.2",,,"0.0","0.0","0.0","27.4","34.4","21.7","  330","  340",,"10.7","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-07","2.7",,,"0.5","0.0","0.0","28.1","34.4","22.8","  330","  330",,"11.2","14.3",,,"    1",,,,"    1",,,,,,,,,,
"USW00013743","2016-09-08","3.7",,,"0.0","0.0","0.0","28.6","36.7","23.9","  240","  260",,"7.6","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-09","3.2",,,"0.0","0.0","0.0","30.1","35.6","25.6","  170","  170",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-10","4.7",,,"0.0","0.0","0.0","29.4","35.0","25.0","  170","  170",,"8.9","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-11","4.9",,,"0.0","0.0","0.0","27.9","30.0","21.1","  330","  330",,"10.7","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-12","3.5",,,"0.0","0.0","0.0","24.1","30.0","18.9","   40","   50",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-13","4.6",,,"0.0","0.0","0.0","25.3","31.7","20.6","  190","  190",,"7.2","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-14","3.0",,,"0.0","0.0","0.0","27.0","35.0","20.6","   20","   30",,"10.3","13.0",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-09-15","4.2",,,"0.0","0.0","0.0","24.1","25.0","19.4","   30","   30",,"8.9","11.2",,,,,,,"    1",,,,,,,,,,
"USW00013743","2016-09-16","3.0",,,"0.0","0.0","0.0","21.8","26.1","18.9","   80","   60",,"6.3","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-17","3.7",,,"0.0","0.0","0.0","23.5","28.3","20.0","  180","  180",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2016-09-18","4.1",,,"0.0","0.0","0.0","25.5","31.7","21.7","  160","  170",,"6.3","8.5",,,,,,,,,,,,,,,,,
