"STATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013743","2014-01-30","2.7",,,"0.0","0.0","0.0","-4.3","1.1","-8.8","  180","  210",,"4.5","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-01-31","1.7",,,"0.0","0.0","0.0","0.5","10.6","-3.8","  180","  190",,"5.4","5.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-01","1.4",,,"0.0","0.0","0.0","4.0","11.7","-2.1","  170","  170",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-02","1.6",,,"0.0","0.0","0.0","7.9","17.8","1.1","   20","   20",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-03","5.9",,,"37.6","0.0","0.0","6.1","10.0","1.1","  340","  340",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-04","2.8",,,"1.3","0.0","0.0","1.4","3.9","-1.0","   50","   40",,"5.4","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-05","4.6",,,"8.4","0.0","0.0","1.9","6.7","0.6","  310","  300",,"13.4","20.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-06","4.9",,,"0.0","0.0","0.0","1.5","3.3","-1.0","  340","  340",,"11.2","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-07","3.0",,,"0.0","0.0","0.0","2.2","6.7","-1.6","   10","  180",,"5.8","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-08","1.9",,,"0.0","0.0","0.0","0.7","2.8","-1.6","   10","  360",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-09","2.0",,,"0.0","3.0","0.0","0.0","2.2","-1.6","  170","  180",,"6.3","7.6",,,,,,,"    1",,,,,,,,,,
"USW00013743","2014-02-10","5.3",,,"0.0","0.0","0.0","-0.1","1.7","-3.8","  360","  360",,"10.3","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-11","3.7",,,"0.0","0.0","0.0","-2.6","1.7","-5.5","   10","   10",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-12","4.4",,,"2.3","28.0","0.0","-3.7","-0.5","-7.1","   20","   20",,"8.1","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-13","7.6",,,"40.9","150.0","150.0","0.4","3.9","-2.7","   20","   30",,"11.6","16.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-14","3.3",,,"0.0","0.0","100.0","4.8","11.1","0.6","  290","  290",,"11.6","18.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-15","6.0",,,"1.8","0.0","80.0","3.6","4.4","-0.5","  320","  310",,"13.4","17.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-16","3.4",,,"0.0","0.0","50.0","0.1","3.3","-2.7","  310","  310",,"8.1","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-17","3.2",,,"0.0","0.0","30.0","-0.3","3.3","-3.8","  330","  330",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-18","3.6",,,"1.5","8.0","30.0","3.6","14.4","-1.0","  210","  220",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-19","3.9",,,"3.0","0.0","0.0","7.3","17.2","1.7","  300","  310",,"10.3","14.3","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-02-20","1.7",,,"0.0","0.0","0.0","9.2","13.3","2.8","  170","  170",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-21","2.2",,,"0.8","0.0","0.0","10.3","20.6","4.4","  330","  330",,"14.3","19.2",,,,,,,"    1",,,,,,,,,,
"USW00013743","2014-02-22","3.9",,,"0.0","0.0","0.0","8.1","17.8","1.1","  230","  240",,"8.9","11.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-02-23","3.8",,,"0.0","0.0","0.0","11.1","17.8","7.8","  360","  350",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-24","6.0",,,"0.0","0.0","0.0","7.1","8.9","1.1","  320","  310",,"11.6","15.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-25","2.3",,,"2.8","71.0","0.0","1.7","3.9","-1.0","  340","  350",,"5.8","7.2","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-02-26","3.9",,,"1.8","25.0","0.0","0.7","3.3","-2.7","  340","  340",,"10.3","12.5","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-02-27","7.2",,,"0.0","0.0","0.0","-0.1","6.1","-6.0","  340","  340",,"14.8","17.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-02-28","3.4",,,"0.0","0.0","0.0","-5.0","-1.0","-9.9","  360","  360",,"12.5","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-01","1.9",,,"0.0","0.0","0.0","-0.7","7.8","-4.9","  220","  220",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-02","2.8",,,"5.8","0.0","0.0","5.7","11.7","2.2","   20","   20",,"8.1","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-03","6.7",,,"14.0","97.0","30.0","-1.4","3.3","-8.2","   10","   10",,"12.5","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-04","2.1",,,"0.0","0.0","100.0","-5.7","0.6","-9.9","   20","   20",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-05","2.9",,,"0.0","0.0","50.0","0.3","7.8","-4.3","   30","   20",,"8.9","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-06","5.2",,,"0.0","0.0","0.0","0.3","2.2","-3.2","   30","   40",,"9.4","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-07","5.7",,,"0.0","0.0","0.0","2.4","7.8","-0.5","   10","   30",,"8.9","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-08","2.7",,,"0.0","0.0","0.0","7.2","19.4","0.0","  170","  250",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-09","4.2",,,"0.0","0.0","0.0","9.4","11.1","5.6","  340","  340",,"11.6","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-10","4.0",,,"0.0","0.0","0.0","8.2","16.1","3.9","  210","  210",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-11","1.7",,,"0.0","0.0","0.0","12.3","22.2","6.7","  190","  180",,"5.4","5.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-12","6.0",,,"1.0","0.0","0.0","13.3","20.6","0.6","  290","  320",,"17.4","23.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-13","8.2",,,"0.0","0.0","0.0","0.8","2.2","-4.9","  320","  320",,"14.8","19.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-14","5.5",,,"0.0","0.0","0.0","4.2","15.6","-2.1","  200","  190",,"10.3","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-15","4.8",,,"0.0","0.0","0.0","14.4","21.1","8.3","  310","  310",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-16","4.7",,,"8.1","84.0","0.0","8.1","8.9","-0.5","   40","   60",,"9.4","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-17","5.4",,,"8.9","99.0","180.0","-1.3","0.0","-2.7","   40","   40",,"9.4","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-18","4.4",,,"0.0","0.0","150.0","1.8","6.1","-0.5","   60","   70",,"8.1","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-19","2.5",,,"9.4","0.0","0.0","4.6","6.7","1.7","   60",,,"7.2",,,,,,,,,,,,,,,,,,
"USW00013743","2014-03-20","4.7",,,"0.0","0.0","0.0","9.5","16.1","6.1","  280","  280",,"11.2","15.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-21","2.7",,,"0.0","0.0","0.0","10.0","13.9","6.7","   30","  200",,"6.7","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-22","4.0",,,"0.0","0.0","0.0","12.2","22.8","6.7","  360","   10",,"8.1","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-23","5.8",,,"0.0","0.0","0.0","8.9","11.1","1.1","  320","  310",,"10.7","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-24","4.2",,,"0.0","0.0","0.0","1.7","6.1","-3.2","  350","  320",,"9.4","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-25","3.2",,,"7.4","43.0","0.0","1.5","2.2","-0.5","   10","  340",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-26","7.2",,,"0.0","0.0","0.0","1.2","3.9","-1.0","  320","  340",,"12.5","19.2",,,,,,,"    1",,,,,,,,,,
"USW00013743","2014-03-27","3.7",,,"0.0","0.0","0.0","3.0","11.1","-2.7","  170","  170",,"7.6","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-28","6.4",,,"1.0","0.0","0.0","11.8","20.0","7.8","  220","  210",,"13.4","17.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-29","2.4",,,"25.9","0.0","0.0","14.6","17.2","11.7","   60","  170",,"8.1","9.8","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-03-30","7.1",,,"26.7","0.0","0.0","9.0","12.2","2.2","  330","  320",,"12.5","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-03-31","6.4",,,"0.0","0.0","0.0","10.8","19.4","6.1","  320","  320",,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-01","3.0",,,"0.0","0.0","0.0","12.6","19.4","6.7","   10","  170",,"6.3","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-02","1.5",,,"0.0","0.0","0.0","12.4","20.6","7.2","   40","   30",,"5.4","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-03","2.3",,,"0.0","0.0","0.0","15.4","20.6","11.7","  100","  110",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-04","3.8",,,"1.5","0.0","0.0","13.2","17.2","10.0","  350","  350",,"7.2","8.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-04-05","5.7",,,"0.0","0.0","0.0","12.3","15.6","7.8","  330","  340",,"13.9","16.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-06","2.6",,,"0.0","0.0","0.0","9.8","17.2","3.9","  340","  340",,"8.1","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-07","3.0",,,"9.7","0.0","0.0","9.2","12.2","5.6","  110","  130",,"8.1","11.6","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-04-08","3.9",,,"1.0","0.0","0.0","14.3","20.0","10.6","  290","  320",,"10.3","13.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-04-09","4.2",,,"0.0","0.0","0.0","13.8","20.6","6.7","  320","  320",,"10.3","13.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-10","4.5",,,"0.0","0.0","0.0","15.1","22.2","7.2","  200","  220",,"10.7","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-11","4.6",,,"0.0","0.0","0.0","19.8","27.8","15.6","  340","  330",,"12.5","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-12","3.1",,,"0.0","0.0","0.0","19.2","25.0","13.9","  350","  350",,"6.7","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-13","4.9",,,"0.0","0.0","0.0","20.6","29.4","12.8","  190","  210",,"10.3","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-14","7.3",,,"1.5","0.0","0.0","22.3","26.7","18.3","  200","  190",,"13.4","16.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-15","6.8",,,"37.3","0.0","0.0","18.1","22.2","3.3","  340","  340",,"13.0","19.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-16","6.0",,,"0.0","0.0","0.0","5.0","10.6","1.1","  340","  350",,"13.4","17.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-17","4.1",,,"0.0","0.0","0.0","8.2","13.3","3.9","  120","  100",,"7.2","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-18","1.7",,,"0.0","0.0","0.0","7.9","13.9","3.9","  120","  120",,"5.4","5.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-19","2.6",,,"0.0","0.0","0.0","13.3","21.7","8.3","   20","   20",,"6.7","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-20","4.4",,,"0.0","0.0","0.0","14.3","17.8","8.9","   70","   60",,"7.2","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-21","2.1",,,"0.0","0.0","0.0","12.8","21.1","6.1","  190","  190",,"4.0","5.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-22","3.9",,,"0.8","0.0","0.0","16.0","22.2","11.1","  330","  320",,"9.8","13.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-23","7.7",,,"0.0","0.0","0.0","14.3","16.1","9.4","  330","  330",,"13.4","18.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-24","3.5",,,"0.0","0.0","0.0","12.2","18.9","7.2","  320","  340",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-25","3.7",,,"9.9","0.0","0.0","14.7","20.6","8.9","  120","  120",,"9.8","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-26","4.9",,,"0.5","0.0","0.0","16.6","25.6","10.0","  260","  270",,"13.4","17.4","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-04-27","4.0",,,"0.0","0.0","0.0","16.3","21.1","10.0","  360","  360",,"8.9","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-28","2.9",,,"2.8","0.0","0.0","14.1","16.7","10.0","  160","  160",,"7.2","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-29","4.1",,,"30.7","0.0","0.0","10.6","11.1","6.7","  100","  100",,"9.8","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-04-30","3.6",,,"68.6","0.0","0.0","13.1","19.4","11.1","  290","  290",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-01","3.3",,,"4.1","0.0","0.0","19.3","25.0","13.9","  330","  330",,"10.3","13.0","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-05-02","3.8",,,"0.0","0.0","0.0","18.2","22.2","12.8","  300","  260",,"8.9","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-03","2.4",,,"0.0","0.0","0.0","18.2","23.3","13.9","  240","  250",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-04","5.5",,,"0.0","0.0","0.0","19.2","27.2","12.8","  300","  310",,"11.6","16.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-05","4.1",,,"9.7","0.0","0.0","14.9","18.9","10.0","  350","  350",,"8.9","11.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-05-06","1.7",,,"0.0","0.0","0.0","15.3","23.3","11.7","  300","  300",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-07","2.3",,,"3.6","0.0","0.0","16.0","18.3","12.8","  120","  130",,"9.4","10.7",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-05-08","1.7",,,"0.0","0.0","0.0","19.1","30.6","15.0","  120","  120",,"5.4","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-09","2.8",,,"0.0","0.0","0.0","20.3","24.4","16.1","  220","  210",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-10","3.5",,,"4.1","0.0","0.0","21.4","25.6","19.4","  250","  260",,"10.3","13.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-05-11","2.5",,,"0.0","0.0","0.0","21.8","27.2","16.7","  300","  300",,"6.7","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-12","3.2",,,"2.0","0.0","0.0","22.7","30.0","17.2","  220","  210",,"10.3","13.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-13","2.7",,,"0.0","0.0","0.0","24.9","33.3","17.2","   90","   90",,"8.9","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-14","3.1",,,"0.0","0.0","0.0","18.3","19.4","15.6","   70","   60",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-15","4.6",,,"10.2","0.0","0.0","21.8","27.2","18.9","  160","  170",,"9.4","13.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-05-16","5.6",,,"57.2","0.0","0.0","19.6","22.2","12.8","  280","  270",,"16.5","21.9","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-05-17","3.3",,,"0.0","0.0","0.0","16.4","20.6","11.1","  330","  300",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-18","4.1",,,"0.0","0.0","0.0","16.3","20.6","11.7","  350","  300",,"7.6","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-19","2.2",,,"0.0","0.0","0.0","16.7","23.3","9.4","  340","  270",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-20","2.1",,,"0.0","0.0","0.0","18.7","25.0","13.3","  170","  170",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-21","1.8",,,"4.1","0.0","0.0","21.2","26.7","17.2","   20","   30",,"5.4","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-22","3.8",,,"0.0","0.0","0.0","23.6","31.7","18.3","  330","  300",,"7.2","13.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-23","6.3",,,"0.0","0.0","0.0","22.8","27.2","16.1","  330","  340",,"10.3","14.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-24","3.7",,,"0.0","0.0","0.0","19.7","25.6","13.9","  320","  320",,"7.6","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-25","2.3",,,"0.0","0.0","0.0","22.4","28.9","15.6","  350","  320",,"6.3","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-26","2.8",,,"0.0","0.0","0.0","23.8","31.1","17.8","  260","  230",,"7.2","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-27","3.3",,,"23.1","0.0","0.0","25.8","33.3","20.6","  330","  350",,"14.3","19.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-28","3.7",,,"0.8","0.0","0.0","24.7","31.1","16.7","   60","   90",,"9.4","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-29","3.0",,,"7.4","0.0","0.0","16.7","16.7","14.4","   80","   80",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-05-30","2.8",,,"0.0","0.0","0.0","18.0","24.4","15.0","  340","  340",,"6.3","8.1","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-05-31","4.2",,,"0.0","0.0","0.0","22.1","27.2","16.1","   10","   10",,"8.9","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-01","2.9",,,"0.0","0.0","0.0","20.3","25.0","15.0","  170","  180",,"6.3","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-02","4.3",,,"0.0","0.0","0.0","21.0","27.8","14.4","  190","  110",,"7.2","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-03","3.2",,,"0.3","0.0","0.0","24.2","30.0","19.4","  300","  300",,"9.4","11.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-04","2.2",,,"10.4","0.0","0.0","26.7","32.2","21.1","  320","  320",,"9.4","11.6",,,,,,,"    1",,,,,,,,,,
"USW00013743","2014-06-05","4.9",,,"0.3","0.0","0.0","23.3","27.8","18.9","  340","  330",,"9.8","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-06","3.2",,,"0.0","0.0","0.0","22.4","27.2","16.7","  340","  350",,"7.6","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-07","1.4",,,"0.0","0.0","0.0","23.8","30.0","17.8","  120","  110",,"5.8","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-08","3.6",,,"6.1","0.0","0.0","24.5","29.4","19.4","  170","  200",,"7.6","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-09","3.3",,,"5.3","0.0","0.0","25.1","29.4","21.1","  130","  180",,"5.8","7.2",,,,,,,"    1",,,,,,,,,,
"USW00013743","2014-06-10","2.2",,,"19.8","0.0","0.0","26.6","31.1","23.3","   60","   50",,"6.3","6.7","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-06-11","3.6",,,"20.3","0.0","0.0","26.3","31.1","22.2","  110","  130",,"9.4","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-12","3.6",,,"2.3","0.0","0.0","23.8","26.7","21.7","  120","   70",,"7.2","9.4","    1",,,,,,,,,,,,,,,,
"USW00013743","2014-06-13","3.3",,,"5.6","0.0","0.0","24.6","28.3","22.2","  310","  300",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-14","5.8",,,"0.0","0.0","0.0","22.9","25.6","18.9","  340","  340",,"10.3","13.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-15","2.2",,,"0.0","0.0","0.0","22.2","28.9","15.6","   30","  280",,"5.8","7.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-16","1.7",,,"0.0","0.0","0.0","25.7","32.2","20.0","  220","  220",,"5.8","6.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-17","3.0",,,"0.0","0.0","0.0","28.7","36.1","22.8","  170","  300",,"7.2","9.8",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-18","3.6",,,"0.0","0.0","0.0","30.6","35.0","25.0","  210","  220",,"11.6","17.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-19","3.6",,,"0.0","0.0","0.0","27.8","30.6","23.3","   20","   30",,"9.4","10.7",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-06-20","2.7",,,"0.0","0.0","0.0","24.9","30.6","21.1","  340","  340",,"5.8","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-21","3.0",,,"0.0","0.0","0.0","23.1","23.9","20.6","  200","  200",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-22","2.7",,,"2.3","0.0","0.0","23.4","27.8","20.0","  110","  120",,"5.8","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-23","4.0",,,"0.0","0.0","0.0","24.7","29.4","20.0","  170","  180",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-24","4.6",,,"0.0","0.0","0.0","25.0","30.6","20.6","  180","  180",,"7.2","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-25","4.0",,,"11.4","0.0","0.0","27.3","31.7","23.9","  320","  280",,"10.7","13.9",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-06-26","4.0",,,"0.0","0.0","0.0","27.7","31.7","23.3","  330","  350",,"8.9","11.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-27","3.6",,,"0.0","0.0","0.0","27.2","31.1","22.2","   80",,,"6.3",,,,,,,,,,,,,,,,,,
"USW00013743","2014-06-28","3.1",,,"0.0","0.0","0.0","25.5","30.6","20.6","  170","  140",,"6.3","8.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-29","3.3",,,"0.0","0.0","0.0","25.6","30.6","20.6","  180","  230",,"6.3","8.1",,,,,,,,,,,,,,,,,
"USW00013743","2014-06-30","4.3",,,"0.0","0.0","0.0","26.3","31.7","22.2","  190","  160",,"6.7","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-01","5.1",,,"0.0","0.0","0.0","28.5","33.9","24.4","  170","  170",,"8.9","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-02","4.1",,,"1.0","0.0","0.0","30.5","37.2","25.0","  330","  300",,"9.8","13.0",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-03","3.1",,,"9.1","0.0","0.0","27.7","33.3","23.9","  280","  280",,"13.4","17.0",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-04","6.7",,,"4.1","0.0","0.0","25.0","28.3","20.0","  320","  320",,"13.9","19.2",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-05","3.4",,,"0.0","0.0","0.0","23.6","30.0","17.8","   10","   10",,"7.2","9.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-06","4.0",,,"0.0","0.0","0.0","25.0","31.7","18.3","  200","  200",,"8.9","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-07","5.4",,,"0.0","0.0","0.0","28.4","34.4","23.3","  200","  210",,"7.6","12.5",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-08","5.4",,,"19.3","0.0","0.0","30.1","35.6","22.2","  290","  300",,"16.1","21.0",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-09","3.0",,,"0.5","0.0","0.0","25.6","31.7","22.8","  220","  250",,"8.9","11.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-10","2.3",,,"33.3","0.0","0.0","25.6","30.6","20.6","  320","  320",,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-11","2.0",,,"0.0","0.0","0.0","25.1","31.7","20.6","   70","   70",,"4.0","5.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-12","4.4",,,"0.0","0.0","0.0","27.3","32.2","22.8","  170","  200",,"7.2","10.7",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-13","5.1",,,"1.3","0.0","0.0","28.3","34.4","24.4","  340","  330",,"10.3","12.5",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-14","3.0",,,"4.1","0.0","0.0","28.1","33.9","24.4","  300","  300",,"13.4","19.2",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-15","2.4",,,"43.4","0.0","0.0","26.9","31.7","22.2","  340","  350",,"8.1","10.3",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-16","3.7",,,"0.0","0.0","0.0","24.5","27.8","21.7","  340","  340",,"7.6","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-17","2.9",,,"0.0","0.0","0.0","24.3","28.3","18.9","  350","  340",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-18","1.9",,,"0.0","0.0","0.0","24.8","30.0","20.0","  120","  120",,"5.8","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-19","2.3",,,"0.0","0.0","0.0","25.6","28.9","22.8","  120","  150",,"6.7","10.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-20","2.0",,,"0.0","0.0","0.0","25.2","29.4","22.8","   80","   90",,"4.5","5.4",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-21","2.4",,,"0.0","0.0","0.0","25.5","30.0","22.8","  160","  160",,"5.4","6.3",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-22","3.7",,,"0.0","0.0","0.0","26.5","31.1","23.3","  180","  180",,"6.3","7.6",,,,,,,,,,,,,,,,,
"USW00013743","2014-07-23","3.7",,,"0.0","0.0","0.0","28.4","34.4","23.9","  330","  340",,"8.1","12.5",,,"    1",,,,,,,,,,,,,,
"USW00013743","2014-07-24","3.8",,,"0.3","0.0","0.0","26.3","28.3","21.7","   20","   10",,"6.7","8.1",,,,,,,,,,,,,,,,,
